"Month","Genus","Total","Independent","Bacterial","External"
7,"Ligilactobacillus",0.0109185020651458,0.0264640445818115,-0.0190526152297962,0.00350707271313054
8,"Ligilactobacillus",0.00617919850162744,0.0254126208279344,-0.0185098519790756,-0.000723570347231323
9,"Ligilactobacillus",0.00103202912196705,0.0245281558944737,-0.0154035441654715,-0.00809258260703515
10,"Ligilactobacillus",-0.000578558512648663,0.0253856947101639,-0.00962134526661121,-0.0163429079562013
11,"Ligilactobacillus",0.00113947750201663,0.0269818603427024,-0.00217625788348903,-0.0236661249571968
12,"Ligilactobacillus",0.000303087755777269,0.0245377741887033,0.00518185670058307,-0.0294165431335091
1,"Romboutsia",-5.32528973661382e-05,-5.32528973661382e-05,0,0
2,"Romboutsia",6.49426346232455e-05,0.000178931131853033,0.000356041352085344,-0.000470029849315132
3,"Romboutsia",0.00111369716946919,0.000293327083039854,0.000713070887770533,0.000107299198658801
4,"Romboutsia",0.00184174505910359,0.000309457725666353,0.00104783091499027,0.000484456418446971
5,"Romboutsia",0.00171808904441633,0.00025233992287391,0.00131587392270181,0.000149875198840609
6,"Romboutsia",0.000981826474781855,0.000171962151922966,0.00147215031169884,-0.000662285988839954
7,"Romboutsia",0.000240990560404751,0.000134719910506121,0.00149534900219749,-0.00138907835229886
8,"Romboutsia",-0.000104289989008919,0.000187244772652623,0.00139731207608915,-0.0016888468377507
9,"Romboutsia",-3.59985708853475e-05,0.000324751886909812,0.00122841115365353,-0.00158916161144869
10,"Romboutsia",0.000154429017235626,0.000473717679453194,0.00107280123185604,-0.00139208989407361
11,"Romboutsia",0.000211945190566695,0.000486604952261938,0.00103749845910731,-0.00131215822080255
12,"Romboutsia",-6.50183174227017e-05,0.000142387088129747,0.00123856427115606,-0.00144596967670851
1,"Streptococcus",0.390180542634317,0.390180542634317,0,0
2,"Streptococcus",0.522879424009152,0.518014178995234,0.00730378075264358,-0.00243853573872586
3,"Streptococcus",0.57006282122628,0.571927448699678,-0.0187062215951914,0.0168415941217933
4,"Streptococcus",0.588489534208202,0.566565193685314,-0.00993273541007415,0.0318570759329627
5,"Streptococcus",0.563049938753626,0.517356898380546,0.0188796441371677,0.0268133962359122
6,"Streptococcus",0.459154258057042,0.441429816863739,0.0164930756962252,0.00123136549707716
7,"Streptococcus",0.288611086831527,0.357472437086705,-0.0370592371869587,-0.0318021130682192
8,"Streptococcus",0.123255053433442,0.284676193165618,-0.107178900648454,-0.0542422390837223
9,"Streptococcus",0.0407665872362847,0.24099569561254,-0.14568641726498,-0.054542691111276
10,"Streptococcus",0.0672901578626338,0.242009308768656,-0.138033092364724,-0.0366860585412979
11,"Streptococcus",0.170394840825486,0.301157066925668,-0.108304414554187,-0.0224578115459953
12,"Streptococcus",0.299155166170382,0.431144545441561,-0.0879650184909113,-0.0440243607802679
1,"Terrisporobacter",0.0064474685759514,0.0064474685759514,0,0
2,"Terrisporobacter",0.00449744172084941,0.00171948184595429,0.00173371902431005,0.00104424085058506
3,"Terrisporobacter",0.00200518283731191,-0.000790257750708945,0.000794690361103064,0.00200075022691779
4,"Terrisporobacter",-0.000277844745234958,-0.00140534180743636,-0.000832799035384392,0.0019602960975858
5,"Terrisporobacter",-0.00142292913128652,-0.000457083546137662,-0.00151229416207448,0.00054644857692562
6,"Terrisporobacter",-0.000568351204382382,0.00166734780579133,-0.000386040947217734,-0.00184965806295598
7,"Terrisporobacter",0.00255162077856029,0.00448261681869853,0.00226410698552801,-0.00419510302566625
8,"Terrisporobacter",0.00738702798819856,0.00737972038113236,0.00531993164949578,-0.00531262404242958
9,"Terrisporobacter",0.0126452339694058,0.00963627736652902,0.00757244447497094,-0.00456348787209411
10,"Terrisporobacter",0.0164833478830632,0.0104772891953664,0.00833557729000961,-0.00232951860231283
11,"Terrisporobacter",0.0167773716302798,0.0091452235300146,0.00767752517136907,-4.53770711039258e-05
12,"Terrisporobacter",0.0112548559539561,0.00490050985672186,0.00614748300770757,0.000206863089526654
1,"Turicibacter",0.0110949405279898,0.0110949405279898,0,0
2,"Turicibacter",0.0387131502802526,0.0448677135483394,0,-0.00615456326808678
3,"Turicibacter",0.0414841402174604,0.0585259310834045,0,-0.0170417908659441
4,"Turicibacter",0.0449653932006435,0.0576276366154949,0,-0.0126622434148514
5,"Turicibacter",0.0437660792214246,0.0475336105869277,0,-0.00376753136550306
6,"Turicibacter",0.0295281258182935,0.0335701051015994,0,-0.00404197928330593
7,"Turicibacter",0.00964528324525469,0.0205631706858855,0,-0.0109178874406308
8,"Turicibacter",0.00043043784290207,0.0119743395908489,0,-0.0115439017479468
9,"Turicibacter",0.00558301490439621,0.00926152047235259,0,-0.00367850556795637
10,"Turicibacter",0.0101412367385297,0.0118428845956122,0,-0.0017016478570825
11,"Turicibacter",0.00344472152422218,0.0173312669181237,0,-0.0138865453939016
12,"Turicibacter",0.0128137109108105,0.0217245948160605,0,-0.00891088390525005
1,"Weissella",0.00452302694221704,0.00452302694221704,0,0
2,"Weissella",0.0481699372314197,0.0637236079945245,-0.00494603471787191,-0.0106076360452329
3,"Weissella",0.0349280608038537,0.0881569239995053,-0.0261303819786315,-0.0270984812170201
4,"Weissella",0.0163994531321381,0.0867906124560296,-0.039520907528618,-0.0308702517952735
5,"Weissella",0.0130028487068419,0.0685174245746792,-0.0354236306824433,-0.020090945185394
6,"Weissella",0.0220064355711858,0.0419862565852783,-0.0170855114635284,-0.00289430955056409
7,"Weissella",0.0299101843406596,0.0149366764231493,0.00378996369566118,0.0111835442218491
8,"Weissella",0.0262908019521267,-0.00596841386045538,0.0150961159600112,0.0171630998525708
9,"Weissella",0.0134585663730692,-0.0158173259422995,0.0131531611122417,0.016122731203127
10,"Weissella",0.00235693645186121,-0.0129752308323543,0.00249449694152453,0.012837670342691
11,"Weissella",-4.27199690295615e-05,-5.6941813410271e-05,-0.0114764138340053,0.011490635678386
12,"Weissella",0.00370978404158926,0.0158798549554789,-0.0257662876913958,0.0135962167775061
1,"unclassified-Enterobacteriaceae",0.000461158084881804,0.000461158084881804,0,0
2,"unclassified-Enterobacteriaceae",0.00108273757132814,-0.00583389740593441,-0.017526015633745,0.0244426506110075
3,"unclassified-Enterobacteriaceae",0.00656985838820797,5.72524270241771e-05,-0.0150655358259148,0.0215781417870985
4,"unclassified-Enterobacteriaceae",-0.00013674149714606,0.00699759816176822,-0.00319258821558738,-0.0039417514433269
5,"unclassified-Enterobacteriaceae",-0.00688197847498288,0.00931295368376972,0.0101226566805786,-0.0263175888393312
6,"unclassified-Enterobacteriaceae",0.00474753486458334,0.00636408791684734,0.0196806438996171,-0.0212971969518811
7,"unclassified-Enterobacteriaceae",0.0340070946839963,0.0010747714533359,0.0229451962099997,0.00998712702066067
8,"unclassified-Enterobacteriaceae",0.0500220833781482,-0.0027898894787822,0.0195493510795006,0.0332626217774298
9,"unclassified-Enterobacteriaceae",0.0282200246020008,-0.00365810288420432,0.0100265586936049,0.0218515687926002
10,"unclassified-Enterobacteriaceae",-0.00356026968093035,-0.00247785873400773,-0.00514258852585101,0.0040601775789284
11,"unclassified-Enterobacteriaceae",-0.00385183208884719,-0.000661488363387981,-0.0255105153338084,0.0223201716083492
12,"unclassified-Enterobacteriaceae",0.00281341759026928,0.000993156522640828,-0.0508262079472925,0.052646469014921
1,"unclassified-Pasteurellaceae",0.00716280309294251,0.00716280309294251,0,0
2,"unclassified-Pasteurellaceae",0.0100034834128182,0.00728818585622347,0,0.00271529755659469
3,"unclassified-Pasteurellaceae",0.00677193528253935,0.00611700647314556,0,0.000654928809393791
4,"unclassified-Pasteurellaceae",0.00250505722433093,0.00479445070482758,0,-0.00228939348049665
5,"unclassified-Pasteurellaceae",0.000112555811289331,0.00407260675644529,0,-0.00396005094515596
6,"unclassified-Pasteurellaceae",0.00120824419436138,0.00430853162231181,0,-0.00310028742795043
7,"unclassified-Pasteurellaceae",0.00526187523069744,0.00553101779728624,0,-0.000269142566588806
8,"unclassified-Pasteurellaceae",0.00796178587632061,0.00751460552228191,0,0.000447180354038692
9,"unclassified-Pasteurellaceae",0.00544672592357721,0.00977064271627606,0,-0.00432391679269885
10,"unclassified-Pasteurellaceae",0.000688891889561753,0.0114470158922199,0,-0.0107581240026581
11,"unclassified-Pasteurellaceae",-0.00103442845988255,0.011276975905091,0,-0.0123114043649736
12,"unclassified-Pasteurellaceae",-0.00174601994090878,0.00760409156239726,0,-0.00935011150330604
